signal_strength,fiber_loss,temperature,traffic_load,power_status,equipment_health,humidity,fault
38,1.3863613603373148,29,69,0,81,42,1
28,0.562635549801681,45,65,1,56,84,1
82,4.151415684075208,32,58,1,50,92,1
19,0.27720352119283675,27,67,1,64,79,1
19,5.168824256539153,51,25,1,88,55,1
98,4.970731689749503,31,75,0,80,67,1
66,4.78283186486267,20,30,1,91,35,1
63,3.359280170373218,46,57,1,58,94,1
65,5.84385080127951,37,19,1,61,82,1
77,2.8043617763030713,29,82,1,93,70,0
78,5.920541542345812,36,87,0,58,40,1
96,5.303041850168527,39,25,1,70,42,1
64,0.8465976459694234,31,38,1,60,39,0
78,5.3798955128463,36,73,1,62,60,1
81,1.898717025170188,40,92,0,55,69,1
90,4.632677748211152,48,95,1,46,30,1
10,0.10123404203108143,35,97,1,78,50,1
21,1.7274995200569752,22,69,1,98,59,1
44,4.574845412683389,31,26,1,63,30,1
87,5.83684916240671,28,47,1,96,31,1
91,1.1086792875934683,31,18,1,64,35,0
83,2.810529272426287,41,73,1,50,61,0
88,3.5643011930210005,42,59,0,98,56,1
42,5.720119068781283,36,62,1,58,72,1
92,2.7742868411224344,35,67,0,61,56,1
34,5.607854906444997,38,55,1,99,41,1
25,5.871309007859823,33,20,1,57,54,1
17,5.655628526653757,53,15,1,55,40,1
44,4.51750973951967,47,31,0,98,62,1
94,0.84476060209692,44,35,1,44,55,1
92,3.654238860088027,24,88,0,41,53,1
55,4.545808020169128,21,49,0,78,58,1
20,5.733944993166461,45,88,0,62,69,1
70,4.689963690218681,49,53,1,74,41,1
53,3.2797164396229195,51,19,0,68,36,1
20,1.3104656451073302,26,79,0,57,58,1
20,2.7966308337594277,53,58,0,87,63,1
31,3.8659750484355944,39,99,0,49,87,1
94,2.0151350730493305,22,62,1,74,91,0
91,2.7930576745821933,30,90,0,65,92,1
71,0.20242625713675255,24,78,1,54,78,0
57,5.28624772972762,40,75,1,74,81,1
72,0.3051188072102029,37,35,1,86,62,0
60,2.514812330315991,23,90,0,73,53,1
54,3.1147466110688034,30,24,1,46,86,1
42,5.83726636182427,40,62,0,53,63,1
94,5.61746469325276,29,35,1,78,61,1
69,3.913524452145757,38,50,1,85,55,0
11,3.5459165979835627,44,33,0,78,73,1
22,2.262679875135233,48,48,1,57,89,1
75,0.3424155306225102,26,73,1,61,48,0
66,1.6794724759899724,53,60,1,64,85,1
52,5.1015642775463075,23,36,0,77,59,1
54,3.9247881637969444,39,47,0,78,76,1
40,4.905114324766107,46,22,0,66,74,1
19,5.038142353218043,34,81,1,96,66,1
32,0.4670235017596368,47,85,1,63,40,1
95,2.0891433664870465,43,92,1,77,32,0
38,4.088325624353416,29,78,1,59,36,1
40,5.133221269354734,24,95,0,99,50,1
87,4.828454998964331,29,67,1,93,56,1
83,2.5906621862631174,21,42,0,49,45,1
27,5.599406811073224,37,82,1,88,46,1
20,1.8742308438038384,37,39,1,64,64,1
56,2.3170801124804044,41,69,1,69,42,0
12,1.1703829107806718,47,83,0,55,41,1
11,1.4388311055728953,23,69,0,70,38,1
63,0.15140742145270605,39,34,1,77,76,0
81,1.9200952603716013,46,94,0,46,69,1
40,1.908764075177665,20,32,0,48,52,1
17,0.4969229998517455,32,28,1,93,86,1
52,2.1088195290873313,42,83,0,44,51,1
57,1.8781612912302232,54,15,1,66,82,1
11,4.814422103236041,26,94,1,86,90,1
31,1.0218554290399477,51,40,0,66,55,1
14,4.377986664409179,51,31,1,97,33,1
16,0.8669192246748726,29,90,0,76,39,1
29,3.027779635617523,38,70,0,67,94,1
86,4.444665238805053,23,69,1,77,84,1
11,3.678088549544643,25,78,0,58,55,1
41,3.910674784653843,33,28,1,84,65,0
99,1.3175873500458728,49,30,1,91,72,1
12,4.981676075858578,50,74,0,72,45,1
50,5.717475424998765,34,88,0,51,89,1
51,1.0107797042703552,37,20,1,67,36,0
86,5.3407762209954175,41,96,0,56,38,1
94,2.44638047253539,23,55,1,58,88,0
54,4.223127748202413,40,61,1,43,47,1
96,3.0896513557519003,44,90,0,41,53,1
80,4.780701854591807,30,29,0,83,44,1
26,0.36716705102491975,33,89,1,81,67,1
56,2.0097520099019563,31,86,1,78,82,0
78,0.38017146393211854,38,21,0,68,33,1
33,5.656028620942731,31,86,0,66,47,1
80,1.103891303892662,27,92,0,81,77,1
43,2.6049332915373813,21,69,1,58,61,0
59,3.8845322722103086,52,56,1,53,44,1
51,2.822857366614575,47,57,1,40,91,1
42,3.265599713169595,30,52,0,50,60,1
36,1.303703597048416,45,40,1,40,93,1
87,0.4954713920395444,51,52,1,87,46,1
68,1.6185914796787608,41,38,0,73,68,1
28,1.971223402881751,32,72,1,55,51,1
85,2.5533018935070837,23,78,0,51,70,1
12,1.8461060033699628,24,73,1,98,49,1
80,0.3112847100487129,27,50,0,99,43,1
34,0.6581869943820591,46,19,0,80,65,1
24,4.075528320620283,32,39,0,81,90,1
92,0.4726047180061784,39,32,0,79,77,1
69,0.37266024971947964,41,48,1,61,82,0
92,4.889538803683235,39,51,1,69,58,1
32,0.34333647699005254,51,35,1,83,83,1
20,0.5055268382226128,38,19,1,88,45,1
68,3.342124739956375,47,12,0,98,51,1
94,2.71278208918807,49,81,1,79,66,1
43,5.790266143329984,48,10,0,97,91,1
16,5.627395264264369,23,17,0,45,87,1
53,3.9952901153233538,47,60,1,79,92,1
73,0.5240178237390223,32,71,1,87,53,0
32,3.068821493451806,39,96,1,49,56,1
67,0.3658940124649115,43,79,0,57,57,1
29,5.456829027155787,53,90,0,62,93,1
36,3.993899797845482,30,88,1,76,53,0
69,3.4859882851980175,22,79,0,91,34,1
17,2.624632737239084,21,26,1,94,73,1
76,3.1073295006680755,29,37,0,48,39,1
11,2.461738317652745,48,48,1,57,55,1
31,0.6877227943642514,23,12,0,66,57,1
79,3.999820064393953,31,35,1,54,52,0
45,5.978823959760787,33,30,1,70,81,1
33,0.7637091885817376,32,97,0,59,48,1
21,5.965672683235256,44,56,0,65,64,1
90,5.407712866733982,50,62,1,80,85,1
31,5.375689279220712,48,36,0,95,42,1
92,5.004371828072029,25,13,1,62,80,1
82,5.54896554726123,26,53,1,55,62,1
85,1.5539046355769772,20,27,0,73,51,1
90,2.6791936425543987,36,70,0,71,92,1
32,2.930907951142173,49,36,1,98,87,1
83,0.5010834075773466,49,80,0,78,52,1
72,5.887634991977795,36,97,1,58,66,1
39,4.167711047014342,51,67,0,84,32,1
28,2.7642623347334627,21,23,1,98,69,1
35,5.954342791453631,42,52,1,48,82,1
99,1.7059635538449356,42,50,0,71,59,1
20,2.0884213615918417,29,97,0,69,67,1
29,1.226044927158529,47,54,1,52,33,1
65,1.2004186633639082,22,80,1,87,35,0
54,1.2120330455373598,49,48,0,77,58,1
77,3.7039376074167,33,83,1,99,59,0
56,1.8353926986450915,29,56,0,78,34,1
85,5.715194675228232,36,64,1,53,74,1
98,4.918683277146134,37,86,0,44,66,1
67,1.0511140726622115,42,95,0,53,40,1
19,5.0204862268919905,22,47,0,64,83,1
31,2.139380391952292,34,46,1,52,84,1
80,1.4438321861712688,25,33,0,74,51,1
33,4.714220932758089,20,23,1,94,53,1
75,5.156288522528586,35,12,1,52,34,1
94,5.766649396734815,43,11,0,73,74,1
70,2.579293162304129,37,55,1,50,67,0
16,3.4164571884922776,23,40,1,55,55,1
81,3.728011458189574,24,55,0,72,87,1
47,3.8034541860247706,25,82,1,80,71,0
30,2.472720807561084,21,81,0,88,75,1
17,0.9988665918993499,28,45,1,74,32,1
98,0.5156306076717904,43,87,1,88,38,0
37,5.445331485164487,51,60,0,54,80,1
63,2.262651095665719,40,49,1,97,60,0
40,1.1660552668065893,23,51,1,44,30,1
98,5.903074878822564,51,88,0,75,71,1
50,4.837156510240998,35,80,0,80,85,1
46,5.888979035777591,52,74,0,45,66,1
47,1.744953321748833,21,13,1,69,52,0
60,2.833161832795578,32,72,1,83,30,0
85,4.871288554940634,21,17,0,89,92,1
46,3.356156320465519,30,28,0,73,45,1
40,2.194284420914311,38,93,0,64,92,1
71,1.034716905946848,38,66,0,98,77,1
27,3.41441472634085,29,22,0,62,53,1
99,3.630485364946733,27,48,0,52,67,1
15,4.352412530977132,32,23,1,62,52,1
18,4.764101831922472,53,60,0,55,42,1
20,0.796841261140411,53,77,0,91,63,1
11,3.8049233754025527,29,67,0,49,38,1
38,4.710503418000984,33,57,0,40,81,1
60,2.395133763620304,20,13,0,66,94,1
78,1.7258469269459518,34,99,0,59,39,1
32,2.929967299584834,20,37,1,87,71,1
16,1.9295109511862731,21,54,1,40,78,1
65,3.1081434281820477,52,90,0,84,78,1
86,1.9201091532694334,25,82,1,89,64,0
71,2.5939395137200094,49,28,0,60,88,1
83,5.499316129048342,45,90,0,40,81,1
89,5.507973235514141,40,17,1,85,84,1
24,5.953855661666549,43,63,0,84,48,1
62,2.968128058530908,29,73,0,83,48,1
52,1.0914289741739107,22,19,0,73,31,1
92,5.345257168497756,38,74,0,59,37,1
94,3.6213753977994005,45,41,1,64,94,0
44,4.511548499360682,50,50,1,68,51,1
88,1.059305736620102,27,72,0,72,93,1
23,1.986219199854236,41,21,1,91,60,1
78,1.7237863368612623,20,35,1,96,62,0
58,3.402561730781896,26,97,1,67,79,1
27,5.9833340497282785,20,60,0,50,31,1
60,3.712857304147764,20,41,1,57,87,0
10,3.4798959860259715,31,93,1,60,76,1
36,4.578587587121201,47,77,0,85,79,1
73,2.0400095690141673,52,46,1,80,63,1
69,1.593828631494482,20,87,1,62,59,0
98,5.044460600942163,49,83,1,73,55,1
50,5.767254210175468,36,17,1,96,65,1
30,2.5863034042705655,38,19,0,47,69,1
23,0.3434605169342089,30,59,0,87,76,1
29,1.15704825956888,53,42,0,83,76,1
94,5.156189821756859,51,97,1,62,62,1
96,0.8177040544449423,50,15,0,56,66,1
20,4.601736689092801,34,17,1,83,54,1
75,3.7594452345626994,24,50,0,70,75,1
93,4.387725010112679,46,30,1,86,33,1
33,1.6138842344767486,37,35,1,79,70,1
98,0.2081466338840792,22,81,0,72,83,1
46,0.3345511850254185,41,89,1,79,31,0
95,4.376613120341426,39,17,0,51,67,1
33,3.7190448558131624,45,75,1,64,92,1
24,5.058673498218227,43,75,1,59,83,1
21,2.455559295904983,45,21,1,43,76,1
73,3.377752959057694,33,47,0,79,53,1
40,4.722683727745936,24,97,1,86,51,1
62,3.030238491825574,48,17,0,76,56,1
93,5.960756283779821,45,34,0,98,89,1
81,4.483061136690316,51,49,0,76,55,1
53,4.131531598295552,42,68,1,49,67,1
39,4.829039910114632,38,49,1,52,94,1
44,4.685422178451196,22,13,0,92,82,1
30,1.396201965677227,35,95,1,71,51,1
72,1.3412652657247923,30,59,0,43,79,1
26,3.6758381623994456,52,62,0,54,85,1
21,2.6726844180172304,27,51,1,48,51,1
27,5.242301965424458,27,55,1,52,54,1
69,1.8116036470270214,26,39,1,46,55,1
76,2.0520707345719287,35,63,0,83,52,1
24,1.0812511160007467,45,91,0,93,62,1
25,5.892277621321138,35,50,0,47,62,1
31,0.7846745445649522,47,62,1,62,36,1
72,5.89910995454932,45,94,1,90,40,1
40,4.267716717440011,23,57,1,41,62,1
10,0.6259931891051108,40,30,1,80,64,1
84,0.996890794019999,48,85,0,66,53,1
15,2.0291298966758893,51,72,0,57,45,1
96,1.636041787319295,45,12,1,49,38,1
18,5.8414569928725095,37,19,1,47,31,1
61,3.7187182687743627,22,17,0,61,36,1
89,0.5389007053625687,21,90,0,77,74,1
71,3.199887244378365,49,39,0,70,30,1
67,5.393124777976183,45,73,0,86,48,1
28,2.555472736847767,54,12,0,72,94,1
22,4.030170284409741,26,68,1,70,92,1
41,4.66183622590744,42,23,0,85,69,1
18,1.1916712466567536,39,25,0,56,58,1
58,5.147454371890243,45,91,0,95,78,1
46,2.7480448459345235,52,14,1,78,85,1
40,0.4344627242577195,22,68,0,61,37,1
40,5.285529982396531,40,85,0,50,78,1
68,3.429683942846563,25,24,0,84,50,1
64,1.2700983319954504,50,21,1,64,79,1
28,1.9729551360425086,27,88,1,44,53,1
72,3.4593004898815503,52,47,0,53,81,1
11,2.307626811013185,20,64,1,73,73,1
54,1.4769540736249998,39,12,1,82,90,0
52,2.9279313176087673,38,69,0,69,50,1
10,1.1917697934411104,20,70,1,97,33,1
94,1.5477371256701205,51,86,1,80,79,1
70,4.977730893512475,53,52,0,83,41,1
12,1.4483932022941808,39,77,0,77,50,1
53,4.202667962084201,47,31,0,90,71,1
16,1.577771897921257,27,52,0,71,73,1
42,1.3531503641918525,53,75,1,80,61,1
18,1.5818177806349,38,66,0,70,81,1
39,2.862958007014917,28,82,1,71,75,0
27,0.9630500796720639,32,67,0,69,69,1
65,0.7290139777138261,21,45,1,60,45,0
99,4.564769879424212,53,60,1,77,43,1
93,0.23747986021434395,20,41,0,87,55,1
40,2.3743566665018583,50,47,1,54,32,1
81,2.4366030457578267,21,32,1,86,46,0
72,5.368943925616936,41,27,0,76,47,1
96,4.669497496461974,27,12,1,90,90,1
59,3.112992711290681,22,37,0,85,84,1
98,2.930896622919438,54,91,0,57,80,1
10,3.4370476679700066,30,38,0,55,32,1
91,2.211184170608374,43,20,0,95,84,1
28,4.23458541369905,29,40,0,58,70,1
73,4.14781991048952,26,59,0,57,75,1
62,3.4904624641472766,40,51,1,77,51,0
15,0.4403868399948365,23,28,0,85,75,1
26,0.8483421741183423,42,60,1,87,48,1
55,0.3317300296464259,35,86,1,84,37,0
81,4.3392428280566175,30,52,1,47,91,1
82,2.917838112783659,37,35,0,80,74,1
64,5.734388900032579,35,12,0,62,69,1
15,5.71873736858007,34,36,1,43,70,1
79,4.809207828915618,20,65,1,75,60,1
77,2.713988604061277,33,90,1,44,32,1
95,1.9664673567171367,43,43,0,75,37,1
49,1.2857478862734484,48,83,0,53,36,1
75,1.4717200280186629,33,99,1,61,37,1
18,5.94287889644575,23,67,1,70,59,1
20,3.229057754542147,27,41,0,65,55,1
29,0.17229554946928452,33,15,1,40,89,1
52,0.3613298999343373,38,35,1,75,37,0
67,2.806720675123901,36,50,1,41,70,1
87,2.716542539450857,52,26,1,73,36,1
35,2.492796477906994,52,96,1,84,81,1
47,4.959260171205003,50,49,1,89,44,1
45,4.248616584455721,47,54,1,64,66,1
64,0.7337611782475136,45,41,1,63,85,0
15,2.239805487109439,23,41,1,46,92,1
12,3.6204116192010147,48,38,0,40,80,1
74,2.3566843867113945,41,70,1,44,74,1
73,1.3290014538101818,38,13,1,55,43,0
67,3.8055124499382793,39,84,0,56,35,1
67,3.6532701018697527,51,60,0,76,75,1
27,5.850195700888957,29,33,1,55,47,1
32,3.4103148936968375,49,34,1,73,33,1
38,5.258355758852106,53,18,0,97,42,1
32,5.700257558547047,29,70,0,69,34,1
45,2.665225451129211,46,39,1,98,68,1
79,0.41207284486545737,39,26,0,91,88,1
90,0.946616946047737,35,69,1,95,81,0
91,3.0734241654190315,50,19,0,57,67,1
15,5.368452221465468,21,28,1,85,82,1
43,3.9593792099464045,24,47,0,54,62,1
53,1.2887421281037332,52,37,1,72,34,1
53,4.2361616634175965,36,17,1,56,65,1
36,5.37589401634005,24,95,0,85,69,1
61,0.27833080111962694,22,77,0,63,34,1
51,1.5325915210204544,49,64,1,58,40,1
34,1.0037668651446923,22,92,0,43,68,1
83,4.726207706764089,52,93,1,45,33,1
48,5.359716713525362,40,71,1,88,73,1
48,3.3718891116519827,36,50,0,62,75,1
21,5.104391020254524,36,41,1,41,86,1
20,3.975929261312885,25,65,1,86,74,1
12,3.9745272951837407,53,53,0,86,88,1
31,3.520278194422042,34,74,1,58,87,1
13,0.3951103349363617,54,18,0,87,33,1
17,5.628170820743711,27,41,1,60,71,1
23,2.199051418347428,22,89,1,63,42,1
93,4.8352084604734875,42,29,0,61,58,1
97,4.8789089657921,24,90,1,55,72,1
23,5.797991283352451,25,68,1,76,90,1
25,2.027527870705204,43,76,1,65,87,1
41,5.984656463638911,41,71,1,69,73,1
73,1.8733894384419991,30,62,1,87,87,0
85,2.763083972936992,52,15,1,98,49,1
25,4.2668751939160705,43,30,1,59,44,1
61,1.0144329050121883,43,44,1,60,64,0
28,1.6716017883345016,45,11,1,76,46,1
78,4.395869693448708,45,10,1,72,60,1
21,5.848866513300829,20,45,0,88,40,1
14,4.423512795805719,54,64,0,75,59,1
51,5.187562793244305,31,75,0,68,61,1
26,0.32117183929030146,25,85,0,42,48,1
81,3.5044528655825493,54,47,0,55,67,1
19,5.493142009868418,41,17,0,54,55,1
93,4.126142544642512,29,95,1,75,74,1
25,4.091127519003119,54,26,0,42,83,1
25,1.2979372097087658,44,77,1,47,71,1
51,5.1807328828087185,21,24,1,50,51,1
12,5.2037675892996536,27,89,1,74,53,1
32,3.7226415241799287,22,66,1,86,45,1
95,2.617047415416115,50,41,0,96,60,1
37,4.9632134415328055,51,96,0,65,39,1
54,2.843474528973573,24,25,0,49,46,1
77,4.953426356477827,20,22,0,43,41,1
33,2.9610029082438487,39,43,0,93,84,1
28,3.5207842969772467,21,72,1,41,32,1
84,4.513330008817054,27,67,0,74,75,1
49,1.6634621569553962,43,54,0,62,30,1
55,1.5563868430635923,33,34,1,99,40,0
49,4.0402635873126265,44,29,0,60,79,1
71,5.728088348512384,36,79,0,98,90,1
27,2.731600394920208,48,98,1,61,94,1
21,5.399393799424909,28,47,1,78,58,1
23,3.157303932344584,20,41,1,64,57,1
91,5.846194237751958,23,80,0,72,68,1
70,4.773080046152548,44,69,0,62,57,1
21,5.1713894471054696,47,90,0,49,48,1
36,4.1096637624133034,27,44,1,40,51,1
15,5.2241061964349,25,45,1,99,69,1
97,3.597509842167054,46,68,1,60,58,1
42,3.447286916733984,25,70,1,56,80,0
89,5.2548976797989555,28,21,0,85,67,1
59,0.1888904076180689,24,49,1,79,88,0
21,2.924795528018875,46,32,0,99,65,1
66,5.23343609376236,20,25,0,97,63,1
62,1.2572822134436918,38,56,0,82,91,1
22,5.752254996735306,43,44,1,77,36,1
81,4.469550318854862,20,90,0,73,36,1
12,4.59829265030693,22,14,1,68,51,1
73,4.026309466803088,43,68,1,42,60,1
93,2.7400990087515678,44,44,0,44,78,1
67,2.8196429004190198,33,13,0,50,77,1
13,5.050737910404188,52,77,1,62,36,1
54,0.92092212623265,43,99,0,53,35,1
75,3.1801979618699505,45,90,0,54,33,1
45,1.9286876461829159,30,97,1,83,48,1
32,5.907466810650867,22,42,1,47,44,1
28,0.12178862389711947,39,76,1,61,88,1
49,0.47567860743526236,28,21,0,86,68,1
81,5.80758841388346,39,52,1,57,75,1
25,3.308371305446173,27,25,0,48,76,1
67,0.9173571726926114,39,29,0,86,88,1
27,2.7469777158821427,36,72,1,82,51,1
45,2.0036795032214383,30,89,0,46,87,1
33,5.476128078532938,52,72,1,94,69,1
10,4.15671794453061,32,14,0,64,66,1
10,0.8700612590439456,25,17,1,47,93,1
73,3.265029146368409,21,27,0,48,76,1
71,0.8933150168954149,41,31,1,99,71,0
45,4.024860755377947,44,40,0,47,75,1
84,4.390640981903624,54,36,1,84,58,1
27,3.4167444231988364,44,24,0,61,87,1
25,5.799139279684274,31,50,1,74,47,1
26,5.6715732608430045,40,49,1,84,68,1
33,1.3149021574981736,25,69,0,59,46,1
77,0.10194337448416417,49,92,1,65,76,1
88,4.010218024705597,41,14,1,44,33,1
11,2.9062851880480514,36,71,0,95,87,1
82,2.0744852929192223,40,87,0,52,81,1
19,5.509649561839005,30,39,1,65,68,1
62,5.8731958252025525,34,13,1,97,87,1
98,5.590405887966269,33,93,0,77,77,1
60,3.0511520224994313,44,41,0,49,68,1
78,4.249804310169492,33,70,0,89,45,1
23,1.112284314073871,27,92,1,74,81,1
75,5.7100538907930405,20,81,0,97,63,1
91,1.7736924622639425,22,97,1,50,48,1
62,1.2371621170760054,37,88,0,79,52,1
93,0.4549355411149908,42,97,0,89,76,1
73,3.3471907882168663,21,41,1,84,84,0
81,5.695936363973458,51,62,0,42,92,1
58,0.8999706791369586,25,64,1,89,54,0
99,0.8128987834418642,39,81,1,90,35,0
71,1.7083260301347665,25,66,1,99,87,0
46,4.025823968600161,24,69,0,42,38,1
58,3.332099687633256,36,95,0,87,32,1
77,0.667621065653452,31,62,1,47,79,1
42,2.709571424733845,51,81,1,91,65,1
31,0.49490048966061106,48,56,1,47,53,1
79,5.126230523687982,24,53,1,43,47,1
42,0.7319594974476948,27,99,0,91,81,1
37,2.880660039520217,54,89,0,70,71,1
97,3.111735131548637,34,74,0,71,71,1
13,3.227745006350503,33,69,1,50,30,1
75,3.694013996071654,43,78,0,73,79,1
86,4.239336283216401,45,10,0,58,33,1
58,0.1257122391359014,46,19,0,98,76,1
20,0.28239476760202303,20,74,1,61,39,1
44,3.708153236108463,29,95,1,57,71,0
48,1.174638057473782,36,30,0,95,91,1
19,5.007886173205588,28,43,1,81,78,1
83,3.8023187287742277,26,26,0,43,76,1
81,5.8843642992567124,47,20,1,84,84,1
78,4.3952253133146355,52,34,0,66,71,1
32,0.63521503310843,43,10,0,65,66,1
43,1.1087580609996552,51,32,1,78,84,1
41,0.37463849382091374,46,66,0,74,77,1
25,4.4729376071391265,40,76,0,78,66,1
77,0.8482573813568983,41,34,0,93,90,1
63,4.0162282117206285,42,90,1,82,40,1
37,3.3768466911668185,42,38,1,51,83,0
69,3.836456079649101,36,75,0,67,55,1
87,3.1011523987481686,24,79,1,71,67,0
85,0.17686939431101673,33,62,1,61,57,0
69,1.593986646814155,32,24,1,70,90,0
94,5.321392836700026,27,63,0,62,63,1
89,5.582684552144571,50,72,1,69,43,1
53,0.673537751236944,24,17,1,58,58,0
11,5.720509320832845,50,56,1,63,81,1
32,4.056103705463705,31,75,0,62,47,1
55,5.543089684649937,31,88,1,45,39,1
82,2.466867234679399,43,64,0,43,35,1
63,0.7002957511180279,46,92,0,45,58,1
80,1.8844742572099935,39,74,1,94,37,0
90,4.169120951464951,44,23,1,82,57,1
18,4.791806843503594,54,44,0,90,36,1
79,0.395721469210656,47,97,0,94,31,1
53,2.9730148535207768,42,57,0,54,73,1
93,0.47976354294117274,49,66,0,60,68,1
83,5.1953184949417865,45,38,0,84,83,1
82,2.910399066178847,40,64,1,71,30,0
21,5.497448774893245,20,48,1,70,73,1
41,0.5636149960904336,51,57,0,79,77,1
43,2.0497729101800783,46,46,1,77,63,1
92,4.091576755368045,39,87,1,68,58,1
42,1.8321578780179717,47,50,0,68,91,1
73,5.06519538812979,30,29,1,78,69,1
57,5.9223188197884635,20,55,1,84,33,1
25,1.7591956359302838,28,73,0,66,90,1
59,2.2303594008082,32,68,1,94,79,0
32,5.807338683950973,39,69,1,74,64,1
35,2.212560528928564,48,85,0,79,56,1
63,3.3803204286096635,38,57,1,78,50,0
53,4.638525830782894,54,43,0,81,48,1
46,2.6862340507579545,27,73,1,43,55,1
18,2.2983868998428654,50,39,1,92,89,1
22,3.023971241798536,40,43,1,67,84,1
69,4.6991673099252855,54,64,1,44,43,1
89,1.9417574355758398,32,96,0,76,80,1
11,2.1697642329991966,43,26,1,89,42,1
69,1.2159218924442192,35,95,1,79,45,0
66,4.2395432504883805,28,82,0,65,94,1
52,5.406757767277678,29,92,1,63,48,1
28,1.1958655333097552,46,30,0,86,75,1
20,0.30407826867638577,51,58,1,71,60,1
87,2.349496883776817,29,52,1,77,76,0
56,2.519913113376243,31,62,0,98,57,1
98,3.910594808009056,39,32,0,74,58,1
72,0.6049868940302529,38,71,1,69,59,0
16,4.946840593628547,39,71,1,80,79,1
88,3.48652216210637,29,11,0,40,69,1
40,3.3212284206774143,20,71,0,90,57,1
97,1.9665418989184424,49,28,1,66,59,1
64,2.2550783274892066,51,79,0,41,47,1
34,0.4270207781520561,26,53,0,66,45,1
81,4.547153187620951,34,96,0,69,70,1
39,3.6679457242107123,41,80,0,97,31,1
45,5.8609281944588885,30,85,0,41,83,1
59,2.186014458371268,24,62,0,70,82,1
23,4.030837921782288,21,49,0,56,30,1
38,5.525317253136656,50,41,0,45,84,1
36,4.298917245606841,33,84,1,79,74,1
59,0.33783209570319067,28,64,0,76,82,1
45,3.8301971350189543,32,53,1,65,70,0
43,3.317806984278381,23,11,0,98,91,1
30,3.045948695951148,41,38,0,45,48,1
47,3.3629594089883685,47,80,0,87,53,1
84,2.8173383783475474,36,38,0,85,75,1
88,4.181810172597966,29,64,0,48,41,1
85,0.18798612652583252,39,14,0,80,82,1
97,1.2125023039736287,49,11,1,55,76,1
59,2.2557752097248738,37,51,0,73,77,1
46,2.770736894640351,28,30,1,61,86,0
84,0.8698694532134827,52,21,0,80,87,1
28,4.938861267587951,42,35,0,83,66,1
10,5.583409091425595,41,29,0,62,84,1
90,4.532171387230602,48,14,1,77,83,1
49,5.580026485139459,20,77,1,69,46,1
64,4.485006098251725,41,50,1,48,86,1
89,2.7022305109460554,44,83,1,72,45,0
35,2.4194845428345744,33,21,1,54,47,0
52,1.0817563531884524,23,73,0,98,77,1
68,0.6100375420727004,26,60,0,97,85,1
60,1.3957478640658276,48,55,0,86,60,1
24,3.2396008201819537,39,78,0,83,93,1
17,0.896188191566811,27,84,0,68,64,1
23,5.711864921609919,28,39,1,67,53,1
16,1.38916449660358,25,36,0,52,86,1
27,5.018425232422988,52,55,1,79,91,1
21,4.931031880854872,50,86,1,61,55,1
11,0.9331026022414608,25,34,1,91,77,1
59,4.2933828009622825,42,88,0,66,86,1
30,4.962271637720564,39,75,1,64,82,1
16,5.317295434488326,42,84,1,60,94,1
21,5.728479664671739,34,10,0,84,35,1
93,5.587610440290526,52,31,0,61,61,1
66,1.9357086393689296,26,74,0,84,73,1
87,1.6791700851046536,52,53,1,57,53,1
83,2.4454294561345447,36,66,0,63,81,1
32,2.8435369821998724,24,63,1,54,79,1
39,1.4799215998458353,23,19,0,85,88,1
67,0.607890856543196,28,41,1,61,43,0
61,3.9738598950316586,46,67,1,88,52,1
65,1.1280206266924893,21,86,0,40,83,1
19,5.497908124154558,30,15,0,66,54,1
28,1.7973403383373707,43,18,1,52,88,1
28,1.266348821327522,48,93,0,45,81,1
96,1.245533099235309,34,18,1,99,63,0
68,1.8078641135969777,22,40,1,56,30,0
53,3.71177815703706,37,93,0,49,91,1
68,5.872070235894105,40,52,1,97,74,1
93,2.9689844124696245,53,77,1,94,62,1
13,3.6381001061522356,22,47,0,55,52,1
74,5.071336385324837,27,48,0,94,69,1
22,2.0708209234213184,54,47,1,58,84,1
76,1.1612723678790875,22,90,0,51,71,1
21,2.658399217858343,32,49,1,44,69,1
64,1.9802867658507446,35,90,1,61,93,0
70,5.210165277951797,49,43,1,52,41,1
50,5.869845092964354,28,53,0,50,50,1
45,4.16106906588096,41,52,1,75,59,1
11,3.957188483160098,48,45,1,50,41,1
31,4.313904906611123,32,31,0,66,50,1
31,2.859228461794817,23,30,0,48,62,1
50,3.809887643890278,45,27,0,52,58,1
23,0.5204399053400822,49,56,1,89,45,1
44,3.0113484096610463,21,23,1,76,76,0
59,2.0609630601515887,25,37,1,95,88,0
18,0.4137640300595665,36,71,0,64,50,1
68,3.314180216171031,24,27,0,89,59,1
65,2.2255132145539394,31,37,1,41,68,1
19,3.584621743403107,53,92,1,50,41,1
34,3.127762402842224,22,43,0,85,92,1
54,1.7296959727518373,30,88,0,52,67,1
20,3.2859023841779003,37,88,0,88,46,1
18,2.3347672585456993,41,29,0,67,54,1
16,5.534584847832698,23,46,0,49,88,1
80,2.3162364845238104,42,45,1,75,72,0
43,0.33688448008371286,48,59,0,74,90,1
92,4.6050792417784026,47,86,0,44,57,1
29,5.785731996473809,26,60,0,82,93,1
98,1.0993645385908841,35,80,0,95,63,1
14,5.839421886997122,44,94,0,70,42,1
64,3.7414437574314223,45,27,0,99,70,1
98,5.099576346510654,34,73,1,79,89,1
24,2.890082480957652,46,83,1,46,91,1
57,3.772877330449903,51,71,0,63,34,1
13,5.06224138279394,52,76,1,66,69,1
